"Alternative Image URL","Alternative Image URL"
"The url for the fallback image if a fallback is used for IE8/Mobile","The url for the fallback image if a fallback is used for IE8/Mobile"
"jQuery No Conflict Mode","jQuery No Conflict Mode"
"Call jQuery.noConflict() to help avoid conflicts with other themes/plugins","Call jQuery.noConflict() to help avoid conflicts with other themes/plugins"
"Put JS to Body","Put JS to Body"
"Load the Slider's JS files in the page's body to help resolve conflicts","Load the Slider's JS files in the page's body to help resolve conflicts"
"Output Filter Protection","Output Filter Protection"
"Useful for solving a conflict when the current theme runs filters over the page's main content","Useful for solving a conflict when the current theme runs filters over the page's main content"
"Debug Mode","Debug Mode"
"Display debug information on the Slider to help show issues during development","Display debug information on the Slider to help show issues during development"
"Custom CSS","Custom CSS"
"Add your own custom CSS to the Slider","Add your own custom CSS to the Slider"
"Custom JavaScript","Custom JavaScript"
"Add your own custom JavaScript to the Slider","Add your own custom JavaScript to the Slider"
"Slider API","Slider API"
"Slider Revolution API methods and events","Slider Revolution API methods and events"
"Modal Horizontal Alignment","Modal Horizontal Alignment"
"Choose how the Module should be horizontally aligned to the page when loaded as a Modal","Choose how the Module should be horizontally aligned to the page when loaded as a Modal"
"Modal Vertical Alignment","Modal Vertical Alignment"
"Choose how the Module should be vertically aligned to the page when loaded as a Modal","Choose how the Module should be vertically aligned to the page when loaded as a Modal"
"Use Cover as Modal","Use Cover as Modal"
"Include a background cover when the Module is loaded as a Modal","Include a background cover when the Module is loaded as a Modal"
"The background color to be applied when the Module loads as a Modal","The background color to be applied when the Module loads as a Modal"
"Body Class","Body Class"
"Add an optional class name to the page's body element when the Module is loaded as a Modal","Add an optional class name to the page's body element when the Module is loaded as a Modal"
"Module Shortcode","Module Shortcode"
"A special shortcode for the Module when loading it as a Modal in the page with <a href='#'>custom JavaScript</a>","A special shortcode for the Module when loading it as a Modal in the page with <a href='#'>custom JavaScript</a>"
"Enable Progress Bar","Enable Progress Bar"
"Add a progress bar to the Slider to display a visual representation of each Slide's timeline","Add a progress bar to the Slider to display a visual representation of each Slide's timeline"
"Progress Bar Color","Progress Bar Color"
"Adjust the color for the progress bar","Adjust the color for the progress bar"
"Progress Bar Position","Progress Bar Position"
"Choose if the progress bar should appear at the top or bottom of the Slider","Choose if the progress bar should appear at the top or bottom of the Slider"
"Progress Bar Height","Progress Bar Height"
"The height of the progress bar in pixels","The height of the progress bar in pixels"
"Enable Arrows","Enable Arrows"
"Enable left/right Arrows for the Slider's navigation","Enable left/right Arrows for the Slider's navigation"
"Arrows Type/Style","Arrows Type/Style"
"Choose a predefined style for the Arrows navigation","Choose a predefined style for the Arrows navigation"
"Align By Slider/Content","Align By Slider/Content"
"Choose 'Slider' to align based on the Slider's full display, or 'Content' to align against the Slider's grid area","Choose 'Slider' to align based on the Slider's full display, or 'Content' to align against the Slider's grid area"
Alignment,Alignment
"The Arrow's alignment position in the Slider before any offset(s) are applied","The Arrow's alignment position in the Slider before any offset(s) are applied"
"Offset X","Offset X"
"Offset the Arrow's horizontal position by this amount.  Accepts positive and negative values.","Offset the Arrow's horizontal position by this amount.  Accepts positive and negative values."
"Offset Y","Offset Y"
"Offset the Arrow's vertical position by this amount.  Accepts positive and negative values.","Offset the Arrow's vertical position by this amount.  Accepts positive and negative values."
"Arrows Animation","Arrows Animation"
"Optionally animate the arrows into and out of view when the slider first loads and on mouse hover","Optionally animate the arrows into and out of view when the slider first loads and on mouse hover"
"Right to Left","Right to Left"
"Use RTL language alignment for the Arrow positioning","Use RTL language alignment for the Arrow positioning"
"Arrows Animation Speed","Arrows Animation Speed"
"The animation speed for when the Arrows animate into and out of view","The animation speed for when the Arrows animate into and out of view"
"Arrows Show Delay","Arrows Show Delay"
"A delay in milliseconds before the Arrows animate into view","A delay in milliseconds before the Arrows animate into view"
"Hide After","Hide After"
"Auto-hide the arrows after a set amount of time (will be shown again when the user hovers/taps the Slider)","Auto-hide the arrows after a set amount of time (will be shown again when the user hovers/taps the Slider)"
"Hide After: Desktop","Hide After: Desktop"
"The amount of the time before the Arrows are hidden on Desktop computers (in milliseconds)","The amount of the time before the Arrows are hidden on Desktop computers (in milliseconds)"
"Hide After: Mobile","Hide After: Mobile"
"The amount of the time before the Arrows are hidden on mobile devices (in milliseconds)","The amount of the time before the Arrows are hidden on mobile devices (in milliseconds)"
"Hide Under","Hide Under"
"Hide the Arrows when the browser window is equal to or below a certain number","Hide the Arrows when the browser window is equal to or below a certain number"
"Hide Under Limit","Hide Under Limit"
"Hide the Arrows when the browser window is equal to or below this number","Hide the Arrows when the browser window is equal to or below this number"
"Hide Over","Hide Over"
"Hide the Arrows when the browser window is equal to or above a certain number","Hide the Arrows when the browser window is equal to or above a certain number"
"Hide Over Limit","Hide Over Limit"
"Hide the Arrows when the browser window is equal to or above this number","Hide the Arrows when the browser window is equal to or above this number"
"Enable Bullets","Enable Bullets"
"Enable Bullets for the Slider's navigation","Enable Bullets for the Slider's navigation"
"Bullets Type/Style","Bullets Type/Style"
"Choose a predefined style for the Bullets navigation","Choose a predefined style for the Bullets navigation"
Gap/Spacing,Gap/Spacing
"The spacing between the bullets (in pixels)","The spacing between the bullets (in pixels)"
Orientation,Orientation
"Display the bullets next to one another (horizontal) or on top of one another (vertical)","Display the bullets next to one another (horizontal) or on top of one another (vertical)"
"The Bullet's alignment position in the Slider before any offset(s) are applied","The Bullet's alignment position in the Slider before any offset(s) are applied"
"Offset the Bullet's horizontal position by this amount.  Accepts positive and negative values.","Offset the Bullet's horizontal position by this amount.  Accepts positive and negative values."
"Offset the Bullet's vertical position by this amount.  Accepts positive and negative values.","Offset the Bullet's vertical position by this amount.  Accepts positive and negative values."
"Bullets Animation","Bullets Animation"
"Optionally animate the bullets into and out of view when the slider first loads and on mouse hover","Optionally animate the bullets into and out of view when the slider first loads and on mouse hover"
"Bullets Animation Speed","Bullets Animation Speed"
"The animation speed for when the Bullets animate into and out of view","The animation speed for when the Bullets animate into and out of view"
"Bullets Show Delay","Bullets Show Delay"
"A delay in milliseconds before the Bullets animate into view","A delay in milliseconds before the Bullets animate into view"
"Auto-hide the bullets after a set amount of time (will be shown again when the user hovers/taps the Slider)","Auto-hide the bullets after a set amount of time (will be shown again when the user hovers/taps the Slider)"
"The amount of the time before the Bullets are hidden on Desktop computers (in milliseconds)","The amount of the time before the Bullets are hidden on Desktop computers (in milliseconds)"
"The amount of the time before the Bullets are hidden on mobile devices (in milliseconds)","The amount of the time before the Bullets are hidden on mobile devices (in milliseconds)"
"Hide the Bullets when the browser window is equal to or below a certain number","Hide the Bullets when the browser window is equal to or below a certain number"
"Hide the Bullets when the browser window is equal to or below this number","Hide the Bullets when the browser window is equal to or below this number"
"Hide the Bullets when the browser window is equal to or above a certain number","Hide the Bullets when the browser window is equal to or above a certain number"
"Hide the Bullets when the browser window is equal to or above this number","Hide the Bullets when the browser window is equal to or above this number"
"CSS Styling","CSS Styling"
"Adjust the size colors and other styles for the bullets","Adjust the size colors and other styles for the bullets"
"Use Custom Style","Use Custom Style"
"Enable custom styling overrides for the bullets","Enable custom styling overrides for the bullets"
"Enable Tabs","Enable Tabs"
"Enable Tabs for the Slider's navigation","Enable Tabs for the Slider's navigation"
"Tabs Type/Style","Tabs Type/Style"
"Choose a predefined style for the Tabs navigation","Choose a predefined style for the Tabs navigation"
"Display the tabs next to one another (horizontal) or on top of one another (vertical)","Display the tabs next to one another (horizontal) or on top of one another (vertical)"
Inner/Outer,Inner/Outer
"Choose if the tabs should appear inside or outside the Slider's main content area","Choose if the tabs should appear inside or outside the Slider's main content area"
"The Tab's alignment position in the Slider before any offset(s) are applied","The Tab's alignment position in the Slider before any offset(s) are applied"
"Offset the Tab's horizontal position by this amount.  Accepts positive and negative values.","Offset the Tab's horizontal position by this amount.  Accepts positive and negative values."
"Offset the Tab's vertical position by this amount.  Accepts positive and negative values.","Offset the Tab's vertical position by this amount.  Accepts positive and negative values."
"Num. Tabs","Num. Tabs"
"The maximum number of tabs that should be visible regardless of the screen size","The maximum number of tabs that should be visible regardless of the screen size"
Spacing,Spacing
"The space between each individual tab (in pixels)","The space between each individual tab (in pixels)"
Width,Width
"The default width for each individual tab","The default width for each individual tab"
"Minimum Width","Minimum Width"
"The minimum width for each individual tab","The minimum width for each individual tab"
Height,Height
"The default height for each individual tab","The default height for each individual tab"
Color,Color
"The background color for the tabs main wrapper","The background color for the tabs main wrapper"
Padding,Padding
"The CSS padding that will be applied to the tabs outer wrapper div","The CSS padding that will be applied to the tabs outer wrapper div"
Span/Full-Width,Span/Full-Width
"Choose if the wrapper should be displayed as a block or an inline-block","Choose if the wrapper should be displayed as a block or an inline-block"
"Tabs Animation","Tabs Animation"
"Optionally animate the tabs into and out of view when the slider first loads and on mouse hover","Optionally animate the tabs into and out of view when the slider first loads and on mouse hover"
"Tabs Animation Speed","Tabs Animation Speed"
"The animation speed for when the Tabs animate into and out of view","The animation speed for when the Tabs animate into and out of view"
"Tabs Show Delay","Tabs Show Delay"
"A delay in milliseconds before the Tabs animate into view","A delay in milliseconds before the Tabs animate into view"
"Auto-hide the tabs after a set amount of time (will be shown again when the user hovers/taps the Slider)","Auto-hide the tabs after a set amount of time (will be shown again when the user hovers/taps the Slider)"
"The amount of the time before the Tabs are hidden on Desktop computers (in milliseconds)","The amount of the time before the Tabs are hidden on Desktop computers (in milliseconds)"
"The amount of the time before the Tabs are hidden on mobile devices (in milliseconds)","The amount of the time before the Tabs are hidden on mobile devices (in milliseconds)"
"Hide the Tabs when the browser window is equal to or below a certain number","Hide the Tabs when the browser window is equal to or below a certain number"
"Hide the Tabs when the browser window is equal to or below this number","Hide the Tabs when the browser window is equal to or below this number"
"Hide the Tabs when the browser window is equal to or above a certain number","Hide the Tabs when the browser window is equal to or above a certain number"
"Hide the Tabs when the browser window is equal to or above this number","Hide the Tabs when the browser window is equal to or above this number"
"Adjust the size colors and other styles for the tabs","Adjust the size colors and other styles for the tabs"
"Enable custom styling overrides for the tabs","Enable custom styling overrides for the tabs"
"Enable Thumbnails","Enable Thumbnails"
"Enable Thumbnails for the Slider's navigation","Enable Thumbnails for the Slider's navigation"
"Thumbnails Type/Style","Thumbnails Type/Style"
"Choose a predefined style for the Thumbnails navigation","Choose a predefined style for the Thumbnails navigation"
"Display the thumbs next to one another (horizontal) or on top of one another (vertical)","Display the thumbs next to one another (horizontal) or on top of one another (vertical)"
"Choose if the thumbs should appear inside or outside the Slider's main content area","Choose if the thumbs should appear inside or outside the Slider's main content area"
"The Thumb's alignment position in the Slider before any offset(s) are applied","The Thumb's alignment position in the Slider before any offset(s) are applied"
"Offset the Thumb's horizontal position by this amount.  Accepts positive and negative values.","Offset the Thumb's horizontal position by this amount.  Accepts positive and negative values."
"Offset the Thumb's vertical position by this amount.  Accepts positive and negative values.","Offset the Thumb's vertical position by this amount.  Accepts positive and negative values."
"Num. Thumbs","Num. Thumbs"
"The maximum number of thumbs that should be visible regardless of the screen size","The maximum number of thumbs that should be visible regardless of the screen size"
"The space between each individual thumb (in pixels)","The space between each individual thumb (in pixels)"
"The default width for each individual thumb","The default width for each individual thumb"
"The minimum width for each individual thumb","The minimum width for each individual thumb"
"The default height for each individual thumb","The default height for each individual thumb"
"Wrapper Color","Wrapper Color"
"The background color for the thumbs main wrapper","The background color for the thumbs main wrapper"
"The CSS padding that will be applied to the thumbs outer wrapper div","The CSS padding that will be applied to the thumbs outer wrapper div"
"Thumbs Animation","Thumbs Animation"
"Optionally animate the thumbs into and out of view when the slider first loads and on mouse hover","Optionally animate the thumbs into and out of view when the slider first loads and on mouse hover"
"Thumbs Animation Speed","Thumbs Animation Speed"
"The animation speed for when the Thumbs animate into and out of view","The animation speed for when the Thumbs animate into and out of view"
"Thumbs Show Delay","Thumbs Show Delay"
"A delay in milliseconds before the Thumbs animate into view","A delay in milliseconds before the Thumbs animate into view"
"Auto-hide the thumbs after a set amount of time (will be shown again when the user hovers/taps the Slider)","Auto-hide the thumbs after a set amount of time (will be shown again when the user hovers/taps the Slider)"
"The amount of the time before the Thumbnails are hidden on Desktop computers (in milliseconds)","The amount of the time before the Thumbnails are hidden on Desktop computers (in milliseconds)"
"The amount of the time before the Thumbnails are hidden on mobile devices (in milliseconds)","The amount of the time before the Thumbnails are hidden on mobile devices (in milliseconds)"
"Hide the Thumbnails when the browser window is equal to or below a certain number","Hide the Thumbnails when the browser window is equal to or below a certain number"
"Hide the Thumbnails when the browser window is equal to or below this number","Hide the Thumbnails when the browser window is equal to or below this number"
"Hide the Thumbnails when the browser window is equal to or above a certain number","Hide the Thumbnails when the browser window is equal to or above a certain number"
"Hide the Thumbnails when the browser window is equal to or above this number","Hide the Thumbnails when the browser window is equal to or above this number"
"Preview Image Width","Preview Image Width"
"The width of the navigation preview image","The width of the navigation preview image"
"Preview Image Height","Preview Image Height"
"The height of the navigation preview image","The height of the navigation preview image"
"Enable Touch Swipe","Enable Touch Swipe"
"Enable touch swiping to navigate to the previous/next slides","Enable touch swiping to navigate to the previous/next slides"
"Enable Touch Swipe for Desktop","Enable Touch Swipe for Desktop"
"Enable touch swiping on Desktop computers to navigate to the previous/next slides","Enable touch swiping on Desktop computers to navigate to the previous/next slides"
"Drag Block Vertical","Drag Block Vertical"
"Choose if the page and its contents should be scrolled when swiping vertically","Choose if the page and its contents should be scrolled when swiping vertically"
"Swipe Velocity","Swipe Velocity"
"The amount of pixels that need to be swiped before a Slide change occurs","The amount of pixels that need to be swiped before a Slide change occurs"
"Min. Fingers","Min. Fingers"
"The number of fingers needed in the swipe action for a Slide change to occur","The number of fingers needed in the swipe action for a Slide change to occur"
"Swipe Orientation","Swipe Orientation"
"The swipe direction that will trigger a Slide change","The swipe direction that will trigger a Slide change"
"Enable Keyboard Navigation","Enable Keyboard Navigation"
"Enable left/right/up/down keys to control the Slider","Enable left/right/up/down keys to control the Slider"
"Key Arrow Direction","Key Arrow Direction"
"Choose to use left/right keys or up/down keys to change Slides","Choose to use left/right keys or up/down keys to change Slides"
"Enable Mouse Scroll","Enable Mouse Scroll"
"Enable mouse scrolling to control Slide changes","Enable mouse scrolling to control Slide changes"
"Reverse Scroll","Reverse Scroll"
"Choose which direction the mouse wheel should be scrolled to change Slides","Choose which direction the mouse wheel should be scrolled to change Slides"
"Main Slide Background","Main Slide Background"
"Slide Background Color","Slide Background Color"
"External Image URL","External Image URL"
"An image url to be used as the Slide's main background image","An image url to be used as the Slide's main background image"
"Image from Stream","Image from Stream"
"The Slide's main background will be populated automatically for Video/Social-Stream Sliders","The Slide's main background will be populated automatically for Video/Social-Stream Sliders"
"Source Size","Source Size"
"The size of the image that will be loaded, defined by WP Main Menu -> Settings -> Media -> Image Sizes","The size of the image that will be loaded, defined by WP Main Menu -> Settings -> Media -> Image Sizes"
"Background Fit","Background Fit"
"The <a href='https://www.w3schools.com/cssref/css3_pr_background-size.asp' target='_blank'>CSS background-size</a> for the Slide's main background image","The <a href='https://www.w3schools.com/cssref/css3_pr_background-size.asp' target='_blank'>CSS background-size</a> for the Slide's main background image"
"Background Repeat","Background Repeat"
"The <a href='https://www.w3schools.com/cssref/pr_background-repeat.asp' target='_blank'>CSS background-fit</a> for the Slide's main background image","The <a href='https://www.w3schools.com/cssref/pr_background-repeat.asp' target='_blank'>CSS background-fit</a> for the Slide's main background image"
"Background Position","Background Position"
"The <a href='https://www.w3schools.com/cssref/pr_background-position.asp' target='_blank'>CSS background-position</a> for the Slide's main background image","The <a href='https://www.w3schools.com/cssref/pr_background-position.asp' target='_blank'>CSS background-position</a> for the Slide's main background image"
"Parallax Level","Parallax Level"
"The movement strength that will be applied to the Slide's main background image","The movement strength that will be applied to the Slide's main background image"
"Alt Attribute","Alt Attribute"
"Define the 'alt' attribute for the Slide's main background image.  Useful for SEO purposes.","Define the 'alt' attribute for the Slide's main background image.  Useful for SEO purposes."
"Custom Alt Attribute","Custom Alt Attribute"
"Enter custom alternative text for the Slide's main background image.  Useful for SEO purposes.","Enter custom alternative text for the Slide's main background image.  Useful for SEO purposes."
"Title Attribute","Title Attribute"
"Define the 'title' attribute for the Slide's main background image.  Useful for screen readers.","Define the 'title' attribute for the Slide's main background image.  Useful for screen readers."
"Custom Title Attribute","Custom Title Attribute"
"Enter a custom title for the Slide's main background image.  Useful for screen readers.","Enter a custom title for the Slide's main background image.  Useful for screen readers."
"External Image Width","External Image Width"
"Define a custom width attribute for external image urls","Define a custom width attribute for external image urls"
"External Image Height","External Image Height"
"Define a custom height attribute for external image urls","Define a custom height attribute for external image urls"
"YouTube Video ID","YouTube Video ID"
"The <a href='https://www.quora.com/What-is-a-YouTube-video-ID' target=_'blank'>YouTube Video ID</a> for the background video","The <a href='https://www.quora.com/What-is-a-YouTube-video-ID' target=_'blank'>YouTube Video ID</a> for the background video"
"Vimeo Video ID","Vimeo Video ID"
"The <a href='https://docs.joeworkman.net/rapidweaver/stacks/vimeo/video-id' target=_'blank'>Vimeo Video ID</a> for the background video","The <a href='https://docs.joeworkman.net/rapidweaver/stacks/vimeo/video-id' target=_'blank'>Vimeo Video ID</a> for the background video"
"HTML Video URL","HTML Video URL"
"The video url to be used as the Slide's main background","The video url to be used as the Slide's main background"
"Image/Poster from Stream","Image/Poster from Stream"
"Video from Stream","Video from Stream"
"The Slide's main background will be populated automatically for Video-Stream Sliders","The Slide's main background will be populated automatically for Video-Stream Sliders"
"Aspect Ratio","Aspect Ratio"
"This value should match the video's original aspect ratio","This value should match the video's original aspect ratio"
"Dotted Overlay","Dotted Overlay"
"Add a mesh-style overlay to the video for extra styling","Add a mesh-style overlay to the video for extra styling"
"Loop Video","Loop Video"
"Restart the video every time it ends","Restart the video every time it ends"
"Video Fit Cover","Video Fit Cover"
"Video will fit in container with CSS property object-fit cover. Disable this option in case video size jumps on slide change.","Video will fit in container with CSS property object-fit cover. Disable this option in case video size jumps on slide change."
"Next Slide at End","Next Slide at End"
"Change to the next Slide when the video ends","Change to the next Slide when the video ends"
"Rewind at Start","Rewind at Start"
"Always play the video from the beginning each time the Slide is shown","Always play the video from the beginning each time the Slide is shown"
"Mute at Start","Mute at Start"
"Auto-mute the video each time the Slide is shown","Auto-mute the video each time the Slide is shown"
"Video Volume","Video Volume"
"Set the default volume for the video","Set the default volume for the video"
"Video Speed","Video Speed"
"Optional playback speed for the video","Optional playback speed for the video"
"Start Time","Start Time"
"Start the video at this time (minutes:seconds, such as 01:30)","Start the video at this time (minutes:seconds, such as 01:30)"
"End Time","End Time"
"End the video at this time (minutes:seconds, such as 01:30)","End the video at this time (minutes:seconds, such as 01:30)"
"YouTube/Vimeo Arguments","YouTube/Vimeo Arguments"
"Optional iFrame arguments for <a href='https://developers.google.com/youtube/player_parameters' target='_blank'>YouTube</a> and <a href='https://help.vimeo.com/hc/en-us/articles/360001494447-Using-Player-Parameters' target='_blank'>Vimeo</a>","Optional iFrame arguments for <a href='https://developers.google.com/youtube/player_parameters' target='_blank'>YouTube</a> and <a href='https://help.vimeo.com/hc/en-us/articles/360001494447-Using-Player-Parameters' target='_blank'>Vimeo</a>"
"Module Admin Thumbnail","Module Admin Thumbnail"
"Set a special thumbnail for editor admin purposes only","Set a special thumbnail for editor admin purposes only"
"Navigation Thumbnail","Navigation Thumbnail"
"The thumbnail image that will be used for the Slider's thumbnail navigation","The thumbnail image that will be used for the Slider's thumbnail navigation"
"Load the images in their original size or in the size defined in the Slider Settings","Load the images in their original size or in the size defined in the Slider Settings"
"Slide Transition","Slide Transition"
"Represents the transition that will animate one slide's background out and the next slide's background in when switching sides.","Represents the transition that will animate one slide's background out and the next slide's background in when switching sides."
"Favorite Slide Transition","Favorite Slide Transition"
"ON: Show only favorited transitions. OFF: Show all available transitions","ON: Show only favorited transitions. OFF: Show all available transitions"
"Slide Transition Timing","Slide Transition Timing"
"Configure the slide's transition animation timing settings such as 'Duration', 'Pause 'Between' behavior, 'Flow' and 'Index Order'","Configure the slide's transition animation timing settings such as 'Duration', 'Pause 'Between' behavior, 'Flow' and 'Index Order'"
"The total time, (in milliseconds), it takes to complete the slide's animation transition","The total time, (in milliseconds), it takes to complete the slide's animation transition"
"Prioritize Performance","Prioritize Performance"
"Win performance in complex transitions by reducing the image quality during animations","Win performance in complex transitions by reducing the image quality during animations"
"Transition Break","Transition Break"
"Add a pause between slides. When active, this option animates an exiting slide out to a dark/light/transparent background, pauses for a moment, then animates the next slide in. Note: Pausing has no effect on the very first animation of a slider.","Add a pause between slides. When active, this option animates an exiting slide out to a dark/light/transparent background, pauses for a moment, then animates the next slide in. Note: Pausing has no effect on the very first animation of a slider."
"Transition Flow","Transition Flow"
"If using a 'Rows', 'Columns' or 'Boxes' transition, this option controls animation direction and timing for all the separate elements, generating a flow effect as each one moves. It defines the direction in which initial movement of elements should be staggered, and which element should be animated first & last, e.g. starting from the center or edges, changing based on slide direction, flowing randomly etc.","If using a 'Rows', 'Columns' or 'Boxes' transition, this option controls animation direction and timing for all the separate elements, generating a flow effect as each one moves. It defines the direction in which initial movement of elements should be staggered, and which element should be animated first & last, e.g. starting from the center or edges, changing based on slide direction, flowing randomly etc."
"Transition Flow Speed","Transition Flow Speed"
"If using a 'Rows', 'Columns' or 'Boxes' transition, this option controls the animation speed of each individual element. Increasing the number, up to a maximum of 100, makes elements move quicker and reduces the time until each begins moving. The minimum, and slowest, setting is 5. Changing this value also automatically recalculates the slide transition duration.","If using a 'Rows', 'Columns' or 'Boxes' transition, this option controls the animation speed of each individual element. Increasing the number, up to a maximum of 100, makes elements move quicker and reduces the time until each begins moving. The minimum, and slowest, setting is 5. Changing this value also automatically recalculates the slide transition duration."
"Transition Order","Transition Order"
"Define whether the slide transitioning in should appear over the slide going out, or if the slide going out should appear over the one coming in. If set to Auto, a selection will be inferred automatically based on other settings.","Define whether the slide transitioning in should appear over the slide going out, or if the slide going out should appear over the one coming in. If set to Auto, a selection will be inferred automatically based on other settings."
"Transition Mask","Transition Mask"
"On animated rows and columns, activating the transition mask does two things: 1) Makes the motion of elements start at the edge of their own row/column rather than the edge of their full container. 2) Ensures elements don't overlap one another.","On animated rows and columns, activating the transition mask does two things: 1) Makes the motion of elements start at the edge of their own row/column rather than the edge of their full container. 2) Ensures elements don't overlap one another."
"Transition Motion Blur","Transition Motion Blur"
"Add a light motion blur effect to slide transition animations. Enabling this setting will update other values as well.","Add a light motion blur effect to slide transition animations. Enabling this setting will update other values as well."
"Transition Motion Blur Val","Transition Motion Blur Val"
"If 'Transition Motion Blur' is on, the 'Transition Motion Blur Val' determines the width of the blur effect in pixels","If 'Transition Motion Blur' is on, the 'Transition Motion Blur Val' determines the width of the blur effect in pixels"
"Animation 'In' Easing","Animation 'In' Easing"
"The easing equation for the 'In' animation, i.e. how the animation speeds up and slows down during playback.","The easing equation for the 'In' animation, i.e. how the animation speeds up and slows down during playback."
"Animation 'In'  Columns / Boxes","Animation 'In'  Columns / Boxes"
"If using a 'Columns' or 'Boxes' transition, this option specifies the number of vertical columns into which the animation should be split.","If using a 'Columns' or 'Boxes' transition, this option specifies the number of vertical columns into which the animation should be split."
"Animation 'In'  Rows / Boxes","Animation 'In'  Rows / Boxes"
"If using a 'Rows' or 'Boxes' transition, this option specifies the number of horizontal rows into which the animation should be split.","If using a 'Rows' or 'Boxes' transition, this option specifies the number of horizontal rows into which the animation should be split."
"Animation 'In' - Horizontal Move","Animation 'In' - Horizontal Move"
"Optionally add horizontal motion to elements in Columns/Rows/Boxes transitions. Accepts three possible formats denoting either random, cycles or direction based movement. 1) Random: {min,max} Applies a random amount of movement within a specified range. E.g, {-45,45} to slide in by an amount between -45% and 45% of the element's width. 2) Cycles: [val,val,val] Cycles through applying specified movement amounts sequentially from one element to the next, in the order determined by the 'Flow' setting. E.g. [-10,10,25] will apply a -10% motion to the first element, 10% to the next, then 25%, then the sequence repeats. 3) Direction Based: (val) e.g. (45) to add 45% motion when going to the next slide, and -45% when going to the previous slide.","Optionally add horizontal motion to elements in Columns/Rows/Boxes transitions. Accepts three possible formats denoting either random, cycles or direction based movement. 1) Random: {min,max} Applies a random amount of movement within a specified range. E.g, {-45,45} to slide in by an amount between -45% and 45% of the element's width. 2) Cycles: [val,val,val] Cycles through applying specified movement amounts sequentially from one element to the next, in the order determined by the 'Flow' setting. E.g. [-10,10,25] will apply a -10% motion to the first element, 10% to the next, then 25%, then the sequence repeats. 3) Direction Based: (val) e.g. (45) to add 45% motion when going to the next slide, and -45% when going to the previous slide."
"Animation 'In' - Vertical Move","Animation 'In' - Vertical Move"
"Optionally add vertical motion to elements in Columns/Rows/Boxes transitions. Accepts three possible formats denoting either random, cycles or direction based movement. 1) Random: {min,max} Applies a random amount of movement within a specified range. E.g, {-45,45} to slide in by an amount between -45% and 45% of the element's height. 2) Cycles: [val,val,val] Cycles through applying specified movement amounts sequentially from one element to the next, in the order determined by the 'Flow' setting. E.g. [-10,10,25] will apply a -10% motion to the first element, 10% to the next, then 25%, then the sequence repeats. 3) Direction Based: (val) e.g. (45) to add 45% motion when going to the next slide, and -45% when going to the previous slide.","Optionally add vertical motion to elements in Columns/Rows/Boxes transitions. Accepts three possible formats denoting either random, cycles or direction based movement. 1) Random: {min,max} Applies a random amount of movement within a specified range. E.g, {-45,45} to slide in by an amount between -45% and 45% of the element's height. 2) Cycles: [val,val,val] Cycles through applying specified movement amounts sequentially from one element to the next, in the order determined by the 'Flow' setting. E.g. [-10,10,25] will apply a -10% motion to the first element, 10% to the next, then 25%, then the sequence repeats. 3) Direction Based: (val) e.g. (45) to add 45% motion when going to the next slide, and -45% when going to the previous slide."
"Animation 'In' - Horizontal Scale","Animation 'In' - Horizontal Scale"
"Optionally add horizontal scaling (growth or shrinking) to elements in Columns/Rows/Boxes transitions. Accepts three possible formats denoting either fixed, random or cycles based scaling. 1) Fixed: (val) A single value between 0 and 500. A value of 1 has no effect, < 1 scales down (shrinks), and > 1 scales up (grows). 2) Random: {min,max} Applies a random amount of horizontal scaling within a specified range. E.g, {0,2.5} will randomly generate scaling on each element of between 0% and 250%. 3) Cycles: [val,val,val] Cycles through applying specified horizontal scaling amounts sequentially from one element to the next, in the order determined by the 'Flow' setting. E.g. [0,1.5,0.2] will apply a 0% scaling to the first element, 150% to the next, then 20%, then the sequence repeats.","Optionally add horizontal scaling (growth or shrinking) to elements in Columns/Rows/Boxes transitions. Accepts three possible formats denoting either fixed, random or cycles based scaling. 1) Fixed: (val) A single value between 0 and 500. A value of 1 has no effect, < 1 scales down (shrinks), and > 1 scales up (grows). 2) Random: {min,max} Applies a random amount of horizontal scaling within a specified range. E.g, {0,2.5} will randomly generate scaling on each element of between 0% and 250%. 3) Cycles: [val,val,val] Cycles through applying specified horizontal scaling amounts sequentially from one element to the next, in the order determined by the 'Flow' setting. E.g. [0,1.5,0.2] will apply a 0% scaling to the first element, 150% to the next, then 20%, then the sequence repeats."
"Animation 'In'  - Vertical Scale","Animation 'In'  - Vertical Scale"
